accident art crime economics education entertainment environment international opinion politics science_tech sports predicted target
0.00 0.12 0.00 0.00 0.00 0.88 0.00 0.00 0.00 0.00 0.00 0.00 5 1
0.00 0.14 0.01 0.00 0.03 0.71 0.00 0.00 0.01 0.01 0.00 0.09 5 11
0.00 0.00 0.01 0.00 0.24 0.00 0.03 0.00 0.03 0.67 0.00 0.01 9 4
0.00 0.00 0.00 0.00 0.17 0.00 0.00 0.00 0.82 0.00 0.01 0.00 8 4
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.02 0.02 0.02 0.06 0.26 0.20 0.26 0.05 0.04 0.03 0.02 0.02 6 5
0.01 0.00 0.12 0.01 0.00 0.00 0.01 0.06 0.02 0.76 0.01 0.00 9 2
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.12 0.11 0.07 0.05 0.11 0.07 0.18 0.09 0.04 0.04 0.06 0.07 6 1
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.00 0.00 0.00 0.01 0.10 0.01 0.02 0.34 0.08 0.42 0.00 0.01 7 8
0.01 0.02 0.68 0.00 0.05 0.05 0.01 0.01 0.02 0.01 0.12 0.01 2 1
0.02 0.00 0.02 0.00 0.26 0.01 0.02 0.00 0.03 0.63 0.00 0.01 9 4
0.00 0.01 0.02 0.01 0.01 0.22 0.02 0.01 0.66 0.02 0.01 0.01 8 5
0.00 0.01 0.00 0.00 0.88 0.11 0.00 0.00 0.00 0.00 0.00 0.00 4 5
0.80 0.01 0.12 0.00 0.01 0.01 0.00 0.00 0.00 0.02 0.00 0.02 0 11
0.00 0.01 0.00 0.00 0.25 0.01 0.02 0.00 0.01 0.04 0.00 0.66 11 4
0.00 0.10 0.01 0.00 0.06 0.02 0.01 0.00 0.03 0.01 0.00 0.77 11 1
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 9
0.00 0.00 0.05 0.00 0.02 0.00 0.01 0.00 0.02 0.89 0.00 0.01 9 2
0.00 0.34 0.00 0.00 0.00 0.60 0.00 0.00 0.00 0.00 0.00 0.05 5 1
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.01 0.01 0.23 0.04 0.16 0.07 0.18 0.07 0.04 0.19 0.01 0.01 2 0
0.00 0.00 0.02 0.00 0.08 0.01 0.01 0.00 0.04 0.81 0.00 0.02 9 2
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.08 0.01 0.00 0.00 0.11 0.01 0.37 0.01 0.06 0.32 0.00 0.03 6 9
0.78 0.00 0.13 0.00 0.00 0.00 0.00 0.04 0.01 0.01 0.01 0.00 0 7
0.01 0.03 0.02 0.00 0.02 0.21 0.00 0.05 0.02 0.01 0.62 0.01 10 8
1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 6
0.00 0.12 0.00 0.00 0.00 0.83 0.01 0.00 0.00 0.01 0.01 0.02 5 1
0.00 0.07 0.00 0.00 0.00 0.86 0.00 0.00 0.01 0.00 0.01 0.05 5 11
0.01 0.00 0.00 0.00 0.22 0.00 0.03 0.00 0.00 0.01 0.00 0.72 11 4
0.01 0.01 0.05 0.00 0.06 0.08 0.01 0.01 0.02 0.72 0.00 0.02 9 6
0.00 0.00 0.00 0.08 0.03 0.01 0.03 0.01 0.39 0.42 0.01 0.01 9 8
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 0.00 0.00 9 4
0.05 0.01 0.06 0.01 0.33 0.02 0.35 0.02 0.03 0.06 0.02 0.05 6 8
0.00 0.00 0.00 0.00 0.52 0.00 0.01 0.00 0.00 0.47 0.00 0.00 9 4
0.00 0.00 0.01 0.00 0.24 0.00 0.04 0.00 0.04 0.65 0.00 0.02 9 4
0.01 0.02 0.06 0.02 0.16 0.06 0.10 0.02 0.04 0.22 0.00 0.28 9 4
0.00 0.00 0.02 0.00 0.86 0.01 0.07 0.00 0.00 0.01 0.00 0.03 4 11
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.15 0.00 0.00 0.83 11 8
0.01 0.01 0.10 0.15 0.03 0.14 0.23 0.11 0.06 0.05 0.08 0.04 6 5
0.00 0.00 0.01 0.00 0.01 0.01 0.01 0.00 0.03 0.93 0.00 0.00 9 5
0.00 0.00 0.00 0.00 0.67 0.05 0.00 0.00 0.00 0.26 0.00 0.00 4 9
0.04 0.01 0.01 0.00 0.03 0.01 0.01 0.68 0.17 0.01 0.01 0.02 7 8
0.01 0.01 0.60 0.01 0.01 0.12 0.02 0.02 0.10 0.02 0.07 0.02 2 5
0.00 0.14 0.00 0.00 0.01 0.84 0.00 0.00 0.00 0.00 0.00 0.00 5 4
0.01 0.00 0.00 0.00 0.01 0.00 0.00 0.35 0.00 0.62 0.00 0.00 7 9
0.01 0.01 0.01 0.01 0.08 0.15 0.02 0.05 0.33 0.03 0.29 0.02 8 5
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 7
0.02 0.04 0.06 0.01 0.51 0.08 0.06 0.00 0.02 0.16 0.01 0.04 4 5
0.00 0.07 0.03 0.01 0.01 0.29 0.03 0.24 0.03 0.01 0.00 0.29 7 11
0.06 0.00 0.01 0.01 0.07 0.01 0.56 0.01 0.08 0.17 0.01 0.01 6 8
0.00 0.00 0.00 0.00 0.85 0.00 0.07 0.00 0.00 0.08 0.00 0.00 4 6
0.00 0.00 0.01 0.00 0.19 0.00 0.57 0.01 0.07 0.14 0.00 0.01 6 4
0.00 0.00 0.00 0.00 0.18 0.00 0.01 0.00 0.05 0.76 0.00 0.00 9 4
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 7
0.00 0.00 0.00 0.00 0.06 0.00 0.01 0.00 0.05 0.84 0.00 0.03 9 8
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 9
0.00 0.00 0.00 0.00 0.50 0.00 0.00 0.00 0.05 0.43 0.00 0.00 4 9
0.03 0.01 0.06 0.03 0.08 0.18 0.19 0.06 0.11 0.16 0.02 0.08 6 5
0.03 0.01 0.02 0.28 0.03 0.09 0.04 0.27 0.07 0.04 0.04 0.05 3 7
0.00 0.00 0.00 0.01 0.48 0.00 0.19 0.00 0.25 0.06 0.00 0.00 4 8
0.00 0.00 0.34 0.00 0.02 0.00 0.01 0.00 0.22 0.40 0.00 0.00 9 2
0.00 0.01 0.03 0.00 0.88 0.03 0.02 0.00 0.01 0.02 0.00 0.00 4 8
0.09 0.01 0.07 0.12 0.02 0.01 0.24 0.14 0.15 0.12 0.02 0.02 6 8
0.01 0.00 0.01 0.00 0.06 0.04 0.02 0.02 0.02 0.01 0.79 0.00 10 5
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 9
0.00 0.00 0.00 0.00 0.11 0.01 0.01 0.00 0.02 0.83 0.00 0.01 9 4
0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2 4
0.00 0.86 0.00 0.00 0.00 0.14 0.00 0.00 0.00 0.00 0.00 0.00 1 5
0.01 0.00 0.01 0.01 0.39 0.02 0.01 0.01 0.01 0.07 0.46 0.01 4 10
0.01 0.04 0.01 0.02 0.23 0.05 0.03 0.08 0.38 0.08 0.06 0.02 8 4
0.01 0.05 0.01 0.10 0.04 0.30 0.29 0.09 0.01 0.07 0.01 0.02 6 5
0.00 0.18 0.00 0.00 0.01 0.76 0.00 0.00 0.02 0.00 0.01 0.01 5 1
0.01 0.00 0.00 0.04 0.01 0.00 0.84 0.05 0.01 0.02 0.01 0.01 6 7
0.12 0.00 0.40 0.08 0.02 0.01 0.08 0.11 0.01 0.15 0.01 0.01 2 0
0.00 0.00 0.00 0.00 0.90 0.00 0.00 0.00 0.00 0.09 0.00 0.00 4 9
0.00 0.08 0.01 0.00 0.08 0.73 0.01 0.00 0.02 0.05 0.00 0.01 5 1
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.01 0.01 0.39 0.04 0.20 0.02 0.12 0.01 0.02 0.10 0.00 0.08 2 0
0.00 0.00 0.00 0.00 0.01 0.00 0.14 0.00 0.00 0.85 0.00 0.00 9 6
0.05 0.01 0.02 0.00 0.03 0.01 0.01 0.00 0.00 0.01 0.00 0.86 11 0
0.04 0.01 0.04 0.01 0.17 0.01 0.29 0.00 0.06 0.35 0.00 0.01 9 6
0.00 0.00 0.42 0.00 0.04 0.01 0.08 0.02 0.03 0.36 0.03 0.00 9 2
0.00 0.00 0.00 0.01 0.13 0.00 0.01 0.00 0.01 0.64 0.19 0.00 9 4
0.00 0.68 0.00 0.00 0.02 0.21 0.00 0.00 0.06 0.00 0.00 0.02 1 8
0.01 0.01 0.18 0.00 0.05 0.01 0.07 0.01 0.12 0.51 0.00 0.02 9 4
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.00 0.00 0.00 0.03 0.00 0.04 0.00 0.00 0.09 0.00 0.83 0.00 10 3
0.00 0.01 0.01 0.03 0.28 0.04 0.06 0.15 0.20 0.08 0.01 0.13 4 11
0.01 0.12 0.01 0.03 0.11 0.13 0.12 0.02 0.17 0.20 0.01 0.07 8 9
0.01 0.10 0.02 0.00 0.15 0.02 0.01 0.00 0.01 0.67 0.00 0.01 9 5
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.12 0.00 0.03 0.00 0.78 0.00 0.05 0.00 0.00 0.02 0.00 0.00 4 8
0.21 0.01 0.09 0.01 0.02 0.06 0.44 0.01 0.02 0.10 0.00 0.03 6 0
0.01 0.04 0.04 0.00 0.24 0.02 0.05 0.00 0.04 0.45 0.00 0.10 9 2
0.00 0.01 0.00 0.00 0.78 0.09 0.00 0.00 0.09 0.01 0.02 0.00 4 1
0.04 0.01 0.39 0.00 0.04 0.21 0.01 0.01 0.03 0.20 0.03 0.04 2 9
0.00 0.01 0.01 0.00 0.04 0.05 0.01 0.00 0.01 0.85 0.00 0.01 9 1
0.89 0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.02 0.05 0.00 0.02 0 9
0.93 0.00 0.01 0.00 0.03 0.01 0.00 0.00 0.00 0.00 0.00 0.01 0 8
0.02 0.01 0.02 0.06 0.25 0.09 0.16 0.02 0.05 0.04 0.21 0.06 4 5
0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.99 0.00 0.00 9 0
0.00 0.76 0.00 0.00 0.00 0.23 0.00 0.00 0.00 0.00 0.00 0.00 1 5
0.00 0.07 0.01 0.00 0.02 0.02 0.02 0.01 0.81 0.01 0.00 0.01 8 4
0.01 0.00 0.02 0.00 0.20 0.02 0.06 0.00 0.01 0.66 0.01 0.01 9 8
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 7
0.00 0.00 0.91 0.00 0.00 0.02 0.01 0.00 0.02 0.01 0.02 0.00 2 10
0.00 0.82 0.00 0.00 0.01 0.11 0.00 0.00 0.05 0.00 0.00 0.00 1 2
0.01 0.51 0.00 0.00 0.02 0.13 0.00 0.01 0.29 0.01 0.00 0.01 1 8
0.00 0.33 0.00 0.00 0.00 0.65 0.00 0.00 0.00 0.00 0.00 0.02 5 1
0.00 0.01 0.01 0.01 0.11 0.04 0.04 0.21 0.17 0.11 0.00 0.29 7 11
0.00 0.00 0.02 0.00 0.05 0.00 0.00 0.03 0.75 0.14 0.00 0.00 8 7
0.00 0.01 0.01 0.00 0.00 0.01 0.00 0.81 0.09 0.04 0.00 0.02 7 8
0.12 0.01 0.05 0.04 0.21 0.07 0.14 0.02 0.03 0.27 0.01 0.02 9 0
0.00 0.54 0.00 0.00 0.00 0.45 0.00 0.00 0.00 0.00 0.00 0.01 1 5
0.00 0.00 0.01 0.35 0.02 0.01 0.03 0.02 0.05 0.51 0.00 0.00 3 9
0.00 0.00 0.00 0.01 0.59 0.00 0.02 0.00 0.36 0.01 0.00 0.00 4 8
0.00 0.01 0.01 0.46 0.01 0.02 0.01 0.03 0.01 0.02 0.41 0.01 3 10
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.01 0.01 0.01 0.08 0.18 0.01 0.03 0.03 0.34 0.27 0.03 0.01 8 3
0.00 0.76 0.01 0.00 0.01 0.18 0.00 0.00 0.00 0.00 0.00 0.02 1 5
0.00 0.00 0.01 0.00 0.02 0.00 0.00 0.00 0.01 0.95 0.00 0.00 9 7
0.00 0.00 0.00 0.00 0.00 0.22 0.00 0.00 0.76 0.00 0.00 0.00 8 5
0.00 0.10 0.03 0.03 0.04 0.43 0.09 0.09 0.02 0.02 0.11 0.03 5 7
0.00 0.00 0.00 0.00 0.52 0.01 0.01 0.00 0.07 0.38 0.00 0.00 4 9
0.00 0.58 0.00 0.00 0.01 0.03 0.00 0.00 0.01 0.00 0.00 0.34 1 11
0.00 0.00 0.91 0.00 0.00 0.08 0.00 0.00 0.00 0.00 0.00 0.00 2 5
0.03 0.01 0.01 0.00 0.26 0.01 0.35 0.00 0.05 0.25 0.00 0.02 6 9
0.02 0.00 0.01 0.00 0.25 0.07 0.26 0.01 0.02 0.34 0.01 0.01 9 6
0.02 0.01 0.07 0.00 0.34 0.01 0.13 0.00 0.02 0.31 0.00 0.08 4 8
0.01 0.07 0.07 0.08 0.06 0.13 0.17 0.13 0.03 0.04 0.01 0.19 6 5
0.00 0.01 0.01 0.01 0.08 0.03 0.13 0.01 0.67 0.02 0.02 0.00 8 1
0.02 0.64 0.01 0.00 0.01 0.12 0.05 0.00 0.09 0.00 0.01 0.05 1 6
0.00 0.00 0.03 0.00 0.87 0.01 0.00 0.00 0.00 0.09 0.00 0.01 4 9
0.01 0.00 0.15 0.00 0.05 0.01 0.02 0.00 0.00 0.75 0.00 0.01 9 4
0.00 0.01 0.02 0.00 0.07 0.01 0.01 0.00 0.01 0.86 0.00 0.01 9 0
0.06 0.01 0.09 0.03 0.08 0.12 0.04 0.01 0.07 0.44 0.06 0.01 9 5
0.07 0.01 0.82 0.00 0.03 0.01 0.01 0.00 0.00 0.01 0.00 0.03 2 11
0.01 0.53 0.03 0.00 0.09 0.09 0.05 0.01 0.13 0.01 0.01 0.04 1 6
0.01 0.02 0.04 0.02 0.02 0.19 0.01 0.18 0.13 0.01 0.26 0.12 7 10
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.00 0.00 0.01 0.84 0.02 0.00 0.04 0.01 0.01 0.05 0.01 0.01 3 7
0.01 0.00 0.01 0.01 0.12 0.03 0.21 0.01 0.44 0.15 0.00 0.00 8 5
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.00 0.52 0.00 0.00 0.01 0.03 0.00 0.00 0.41 0.01 0.00 0.01 1 8
0.01 0.01 0.11 0.18 0.04 0.05 0.16 0.05 0.16 0.13 0.01 0.08 6 8
0.45 0.01 0.01 0.09 0.04 0.01 0.11 0.03 0.09 0.12 0.03 0.02 0 3
0.01 0.00 0.00 0.00 0.86 0.02 0.01 0.00 0.01 0.09 0.00 0.01 4 9
0.02 0.01 0.05 0.00 0.25 0.03 0.03 0.00 0.01 0.43 0.00 0.15 9 11
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 2
0.10 0.02 0.02 0.01 0.36 0.02 0.27 0.02 0.02 0.05 0.02 0.11 4 8
0.00 0.00 0.00 0.02 0.00 0.01 0.00 0.00 0.00 0.00 0.95 0.00 10 3
0.00 0.01 0.12 0.00 0.23 0.07 0.03 0.01 0.00 0.52 0.00 0.01 9 4
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.01 0.00 0.01 0.00 0.11 0.01 0.01 0.69 0.06 0.05 0.00 0.04 7 6
0.96 0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0 2
0.00 0.02 0.10 0.00 0.41 0.38 0.01 0.00 0.04 0.02 0.00 0.01 4 5
0.00 0.00 0.00 0.00 0.01 0.00 0.01 0.00 0.00 0.02 0.00 0.95 11 4
0.36 0.02 0.17 0.01 0.08 0.01 0.14 0.03 0.01 0.13 0.01 0.05 0 6
0.00 0.00 0.00 0.01 0.92 0.00 0.02 0.00 0.01 0.03 0.00 0.00 4 8
0.00 0.01 0.97 0.00 0.00 0.01 0.00 0.00 0.00 0.01 0.00 0.00 2 4
0.02 0.07 0.01 0.00 0.13 0.07 0.01 0.01 0.48 0.15 0.00 0.05 8 1
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.94 0.00 0.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0 11
0.00 0.01 0.00 0.01 0.03 0.01 0.37 0.04 0.45 0.03 0.01 0.02 6 11
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.00 0.00 0.00 0.00 0.01 0.02 0.00 0.00 0.00 0.97 0.00 0.00 9 5
0.00 0.00 0.00 0.00 0.09 0.00 0.00 0.00 0.00 0.89 0.00 0.01 9 8
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 9
0.05 0.01 0.03 0.04 0.49 0.12 0.04 0.02 0.03 0.04 0.13 0.02 4 10
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.37 0.62 0.00 0.00 9 8
0.02 0.06 0.08 0.00 0.21 0.24 0.04 0.03 0.16 0.07 0.01 0.09 5 2
0.00 0.00 0.00 0.01 0.00 0.00 0.01 0.23 0.71 0.02 0.00 0.00 8 7
0.00 0.57 0.00 0.00 0.00 0.32 0.00 0.00 0.09 0.00 0.00 0.00 1 5
0.01 0.00 0.00 0.00 0.01 0.01 0.24 0.00 0.01 0.72 0.00 0.00 9 6
0.03 0.09 0.12 0.08 0.09 0.19 0.07 0.01 0.03 0.18 0.06 0.05 9 11
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.97 0.00 0.01 9 11
0.48 0.01 0.39 0.00 0.01 0.02 0.02 0.01 0.01 0.03 0.02 0.01 2 0
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.01 0.48 0.03 0.01 0.07 0.05 0.20 0.02 0.10 0.01 0.00 0.02 1 6
0.00 0.00 0.00 0.00 0.68 0.00 0.00 0.00 0.14 0.17 0.00 0.00 4 8
0.10 0.01 0.33 0.00 0.02 0.03 0.01 0.05 0.35 0.04 0.01 0.07 8 7
0.00 0.01 0.11 0.00 0.07 0.01 0.02 0.05 0.43 0.29 0.00 0.01 9 8
0.00 0.12 0.00 0.00 0.00 0.85 0.00 0.00 0.01 0.00 0.00 0.01 5 1
0.00 0.00 0.01 0.00 0.73 0.01 0.01 0.00 0.00 0.23 0.00 0.00 4 5
0.00 0.00 0.00 0.00 0.06 0.00 0.01 0.00 0.54 0.38 0.00 0.01 8 4
0.04 0.01 0.23 0.06 0.04 0.05 0.14 0.03 0.15 0.21 0.01 0.01 6 8
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.00 0.00 0.00 0.00 0.10 0.00 0.00 0.00 0.00 0.90 0.00 0.00 9 4
0.06 0.01 0.14 0.01 0.03 0.02 0.04 0.38 0.19 0.11 0.01 0.02 7 8
0.00 0.01 0.02 0.00 0.09 0.02 0.02 0.78 0.02 0.02 0.00 0.03 7 11
0.00 0.00 0.02 0.00 0.53 0.02 0.02 0.00 0.00 0.38 0.00 0.01 4 5
0.00 0.00 0.00 0.72 0.01 0.00 0.02 0.00 0.15 0.10 0.00 0.00 3 8
0.07 0.18 0.61 0.00 0.02 0.07 0.00 0.00 0.01 0.01 0.00 0.02 2 1
0.00 0.61 0.00 0.00 0.00 0.39 0.00 0.00 0.00 0.00 0.00 0.00 1 5
0.00 0.00 0.00 0.02 0.03 0.00 0.04 0.02 0.01 0.86 0.00 0.01 9 6
0.00 0.00 0.04 0.00 0.07 0.01 0.10 0.00 0.02 0.71 0.00 0.02 9 6
0.00 0.00 0.00 0.00 0.02 0.00 0.00 0.00 0.00 0.97 0.00 0.00 9 8
0.01 0.02 0.11 0.01 0.08 0.06 0.10 0.15 0.21 0.10 0.01 0.14 7 2
0.03 0.02 0.02 0.05 0.07 0.02 0.24 0.38 0.07 0.05 0.03 0.03 6 7
0.30 0.03 0.29 0.00 0.16 0.04 0.06 0.01 0.00 0.02 0.01 0.08 2 0
0.01 0.00 0.62 0.01 0.00 0.00 0.01 0.00 0.01 0.33 0.00 0.00 2 9
0.00 0.00 0.00 0.00 0.02 0.00 0.01 0.00 0.00 0.96 0.00 0.00 9 8
0.01 0.02 0.01 0.00 0.60 0.02 0.08 0.00 0.10 0.01 0.01 0.14 4 6
0.01 0.00 0.52 0.00 0.01 0.01 0.03 0.00 0.01 0.39 0.00 0.00 2 9
0.96 0.00 0.02 0.00 0.00 0.00 0.01 0.00 0.00 0.01 0.00 0.00 0 2
0.00 0.02 0.01 0.00 0.05 0.01 0.03 0.00 0.01 0.83 0.00 0.04 9 11
0.00 0.00 0.00 0.01 0.02 0.00 0.01 0.76 0.00 0.01 0.00 0.18 7 11
0.03 0.00 0.40 0.03 0.01 0.03 0.09 0.25 0.03 0.10 0.02 0.01 7 2
0.02 0.00 0.01 0.01 0.47 0.02 0.03 0.01 0.12 0.30 0.00 0.00 4 9
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 11
0.00 0.00 0.00 0.00 0.21 0.00 0.03 0.00 0.74 0.00 0.00 0.00 8 6
0.00 0.00 0.02 0.00 0.44 0.00 0.15 0.01 0.05 0.32 0.00 0.01 4 11
0.13 0.02 0.06 0.04 0.04 0.02 0.11 0.45 0.03 0.07 0.01 0.03 7 0
0.46 0.01 0.20 0.00 0.02 0.11 0.01 0.04 0.06 0.02 0.04 0.02 0 5
0.00 0.01 0.00 0.00 0.36 0.07 0.03 0.00 0.01 0.50 0.00 0.01 9 4
0.03 0.09 0.03 0.00 0.01 0.76 0.03 0.01 0.01 0.01 0.01 0.02 5 0
0.00 0.33 0.01 0.00 0.01 0.61 0.00 0.00 0.01 0.00 0.00 0.02 5 1
0.00 0.33 0.01 0.00 0.03 0.57 0.01 0.01 0.02 0.01 0.00 0.01 5 1
0.42 0.01 0.20 0.02 0.02 0.01 0.20 0.02 0.03 0.05 0.00 0.01 0 6
0.02 0.01 0.00 0.00 0.23 0.30 0.07 0.01 0.01 0.33 0.00 0.00 9 6
0.07 0.00 0.41 0.00 0.35 0.02 0.04 0.00 0.00 0.03 0.00 0.07 2 4
0.79 0.00 0.10 0.00 0.01 0.01 0.03 0.00 0.01 0.01 0.00 0.03 0 11
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 7
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 7
0.06 0.11 0.04 0.08 0.05 0.03 0.21 0.12 0.14 0.08 0.02 0.07 6 1
0.01 0.00 0.00 0.14 0.05 0.01 0.02 0.02 0.05 0.68 0.01 0.00 9 3
0.18 0.00 0.76 0.00 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.01 2 11
0.01 0.00 0.00 0.73 0.01 0.00 0.04 0.02 0.15 0.02 0.00 0.00 3 8
0.01 0.00 0.03 0.00 0.43 0.01 0.04 0.00 0.02 0.46 0.00 0.00 9 4
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 0
0.01 0.00 0.33 0.00 0.47 0.00 0.02 0.01 0.09 0.05 0.00 0.00 4 2
0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.01 0.00 0.96 0.01 10 5
0.00 0.00 0.00 0.00 0.01 0.00 0.01 0.00 0.00 0.97 0.00 0.00 9 6
0.00 0.01 0.01 0.00 0.32 0.49 0.03 0.00 0.02 0.08 0.00 0.04 5 4
0.35 0.00 0.01 0.01 0.04 0.01 0.03 0.43 0.00 0.11 0.00 0.01 7 0
0.04 0.03 0.18 0.00 0.12 0.22 0.02 0.27 0.04 0.02 0.01 0.04 7 1
0.00 0.12 0.00 0.00 0.00 0.86 0.00 0.00 0.02 0.00 0.00 0.00 5 1
0.00 0.64 0.00 0.00 0.03 0.25 0.00 0.00 0.02 0.02 0.02 0.01 1 9
0.00 0.04 0.00 0.00 0.56 0.01 0.07 0.00 0.23 0.04 0.01 0.03 4 8
0.01 0.00 0.12 0.00 0.08 0.00 0.01 0.00 0.04 0.73 0.00 0.00 9 2
0.00 0.00 0.13 0.00 0.05 0.03 0.03 0.00 0.03 0.71 0.00 0.01 9 2
0.00 0.00 0.00 0.00 0.01 0.00 0.32 0.00 0.03 0.63 0.00 0.00 9 6
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.00 0.35 0.00 0.00 0.00 0.64 0.00 0.00 0.00 0.00 0.00 0.00 5 1
0.02 0.21 0.07 0.09 0.07 0.07 0.18 0.09 0.07 0.05 0.02 0.07 1 5
0.03 0.00 0.49 0.08 0.03 0.01 0.06 0.00 0.01 0.25 0.00 0.03 2 3
0.00 0.00 0.00 0.00 0.06 0.01 0.02 0.00 0.05 0.01 0.00 0.83 11 4
0.02 0.02 0.18 0.00 0.08 0.01 0.08 0.01 0.35 0.23 0.00 0.00 9 11
0.00 0.00 0.97 0.00 0.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2 4
0.00 0.02 0.01 0.00 0.00 0.75 0.01 0.15 0.02 0.02 0.01 0.00 5 7
0.00 0.00 0.00 0.00 0.12 0.00 0.02 0.00 0.04 0.80 0.00 0.01 9 4
0.00 0.01 0.00 0.00 0.01 0.02 0.00 0.00 0.92 0.01 0.02 0.00 8 10
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 9
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.00 0.10 0.01 0.01 0.27 0.13 0.09 0.02 0.05 0.03 0.01 0.27 4 11
0.00 0.01 0.00 0.00 0.03 0.00 0.01 0.01 0.01 0.93 0.00 0.00 9 4
0.00 0.10 0.01 0.00 0.00 0.89 0.00 0.00 0.00 0.00 0.00 0.00 5 2
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 2
0.00 0.00 0.03 0.00 0.00 0.00 0.00 0.00 0.00 0.97 0.00 0.00 9 2
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.00 0.06 0.02 0.00 0.43 0.34 0.00 0.00 0.03 0.10 0.00 0.00 4 5
0.65 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.34 0.00 0.00 0 9
0.00 0.00 0.01 0.15 0.03 0.00 0.02 0.00 0.70 0.03 0.05 0.00 8 3
0.01 0.01 0.14 0.00 0.07 0.19 0.02 0.17 0.01 0.34 0.03 0.02 5 9
0.06 0.01 0.06 0.00 0.33 0.02 0.13 0.01 0.02 0.13 0.01 0.23 4 11
