accident art crime economics education entertainment environment international opinion politics science_tech sports predicted target
0.02 0.01 0.03 0.03 0.01 0.01 0.33 0.01 0.53 0.01 0.00 0.01 8 6
0.37 0.02 0.55 0.00 0.01 0.01 0.00 0.01 0.00 0.00 0.01 0.01 2 0
0.01 0.30 0.01 0.06 0.08 0.03 0.03 0.03 0.14 0.01 0.07 0.21 1 11
0.00 0.00 0.00 0.04 0.00 0.00 0.00 0.01 0.01 0.00 0.94 0.00 10 8
0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1 11
0.01 0.01 0.09 0.20 0.02 0.02 0.02 0.06 0.26 0.27 0.03 0.01 3 9
0.00 0.39 0.00 0.01 0.02 0.04 0.01 0.37 0.09 0.00 0.02 0.04 1 7
0.99 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0 10
0.00 0.00 0.28 0.13 0.07 0.00 0.01 0.01 0.03 0.46 0.01 0.00 9 2
0.00 0.00 0.00 0.00 0.00 0.08 0.01 0.85 0.00 0.00 0.01 0.03 7 11
0.00 0.09 0.01 0.01 0.01 0.09 0.02 0.60 0.12 0.00 0.03 0.02 7 5
0.00 0.00 0.00 0.55 0.00 0.00 0.00 0.01 0.01 0.00 0.42 0.00 3 10
0.24 0.28 0.01 0.00 0.00 0.00 0.11 0.00 0.00 0.00 0.32 0.03 0 1
0.79 0.01 0.01 0.00 0.00 0.00 0.04 0.05 0.00 0.00 0.08 0.01 0 10
0.00 0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.98 0.00 0.00 9 2
0.00 0.00 0.03 0.00 0.01 0.00 0.00 0.00 0.00 0.95 0.00 0.00 9 4
0.00 0.34 0.00 0.00 0.00 0.01 0.00 0.01 0.62 0.00 0.00 0.02 8 1
0.00 0.00 0.01 0.45 0.00 0.00 0.11 0.01 0.37 0.02 0.01 0.00 3 8
0.02 0.02 0.04 0.02 0.07 0.20 0.08 0.03 0.01 0.02 0.18 0.29 5 7
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.74 0.22 0.00 0.01 0.00 7 8
0.00 0.71 0.00 0.00 0.00 0.11 0.02 0.00 0.01 0.00 0.00 0.15 1 11
0.01 0.01 0.00 0.09 0.00 0.00 0.57 0.24 0.02 0.02 0.02 0.01 6 7
0.62 0.01 0.04 0.00 0.00 0.00 0.00 0.02 0.29 0.00 0.00 0.00 0 8
0.00 0.14 0.00 0.02 0.03 0.37 0.01 0.28 0.03 0.00 0.06 0.05 5 1
0.01 0.30 0.01 0.11 0.00 0.00 0.01 0.01 0.53 0.01 0.01 0.00 8 3
0.03 0.01 0.14 0.01 0.01 0.01 0.01 0.14 0.09 0.53 0.01 0.01 9 7
0.00 0.09 0.00 0.00 0.00 0.00 0.00 0.00 0.91 0.00 0.00 0.00 8 1
0.00 0.02 0.00 0.01 0.04 0.60 0.00 0.12 0.19 0.00 0.02 0.00 5 8
0.00 0.00 0.23 0.00 0.00 0.00 0.02 0.00 0.00 0.61 0.00 0.13 9 2
0.01 0.05 0.00 0.00 0.00 0.00 0.10 0.75 0.09 0.00 0.00 0.00 7 1
0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2 9
0.01 0.05 0.00 0.06 0.01 0.30 0.03 0.31 0.01 0.00 0.03 0.18 7 11
0.64 0.00 0.05 0.00 0.00 0.00 0.00 0.30 0.00 0.00 0.00 0.00 0 7
0.00 0.01 0.00 0.00 0.01 0.86 0.01 0.00 0.00 0.01 0.00 0.08 5 11
0.98 0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 2
0.00 0.00 0.03 0.04 0.02 0.00 0.85 0.00 0.02 0.04 0.00 0.00 6 2
0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 11 6
0.01 0.01 0.00 0.00 0.00 0.00 0.88 0.00 0.00 0.00 0.00 0.10 6 1
0.21 0.00 0.67 0.00 0.00 0.00 0.00 0.00 0.00 0.10 0.00 0.00 2 0
0.01 0.21 0.01 0.01 0.04 0.24 0.03 0.18 0.12 0.01 0.01 0.14 1 5
0.14 0.01 0.00 0.02 0.00 0.00 0.00 0.04 0.02 0.00 0.76 0.00 10 0
0.04 0.01 0.00 0.66 0.00 0.00 0.18 0.00 0.00 0.00 0.08 0.02 3 6
0.00 0.02 0.00 0.01 0.83 0.05 0.00 0.01 0.05 0.02 0.00 0.01 4 5
0.74 0.02 0.20 0.00 0.00 0.01 0.00 0.01 0.00 0.00 0.00 0.01 0 2
0.00 0.07 0.00 0.00 0.01 0.91 0.00 0.00 0.00 0.00 0.00 0.01 5 4
0.65 0.00 0.33 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 2
0.02 0.02 0.01 0.08 0.03 0.18 0.01 0.45 0.02 0.00 0.14 0.04 7 5
0.81 0.01 0.03 0.00 0.00 0.00 0.10 0.03 0.00 0.00 0.01 0.01 0 6
0.00 0.00 0.05 0.84 0.00 0.00 0.02 0.01 0.04 0.01 0.03 0.00 3 10
0.00 0.09 0.00 0.00 0.19 0.57 0.01 0.02 0.01 0.00 0.07 0.04 5 1
0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.93 0.00 0.05 0.00 0.00 7 9
0.01 0.31 0.01 0.02 0.05 0.03 0.05 0.18 0.05 0.01 0.28 0.01 1 7
0.00 0.01 0.01 0.17 0.00 0.00 0.05 0.01 0.62 0.00 0.12 0.00 8 3
0.00 0.31 0.01 0.00 0.01 0.12 0.00 0.00 0.43 0.10 0.00 0.01 8 1
0.01 0.59 0.00 0.00 0.04 0.00 0.32 0.00 0.04 0.00 0.01 0.00 1 6
0.00 0.03 0.00 0.20 0.01 0.01 0.01 0.08 0.65 0.00 0.00 0.00 8 3
0.02 0.08 0.01 0.07 0.06 0.11 0.25 0.16 0.01 0.01 0.08 0.14 6 5
0.04 0.08 0.01 0.01 0.17 0.46 0.12 0.06 0.01 0.00 0.04 0.01 5 1
0.00 0.02 0.00 0.07 0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.88 11 3
0.01 0.12 0.00 0.01 0.05 0.06 0.01 0.18 0.19 0.01 0.34 0.02 10 7
0.02 0.12 0.29 0.01 0.01 0.08 0.02 0.26 0.17 0.01 0.01 0.02 7 8
0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.97 0.02 0.00 0.00 8 9
0.00 0.03 0.01 0.46 0.00 0.01 0.01 0.40 0.02 0.00 0.02 0.03 3 7
0.00 0.01 0.00 0.03 0.00 0.00 0.12 0.20 0.19 0.01 0.41 0.00 10 8
0.01 0.03 0.00 0.03 0.01 0.00 0.54 0.00 0.33 0.00 0.01 0.02 6 8
0.00 0.09 0.00 0.01 0.01 0.51 0.01 0.07 0.02 0.00 0.05 0.22 5 11
0.00 0.01 0.47 0.02 0.07 0.00 0.03 0.01 0.36 0.01 0.02 0.00 2 8
0.05 0.00 0.41 0.01 0.00 0.00 0.45 0.00 0.06 0.01 0.01 0.01 6 2
0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 1 8
0.00 0.04 0.01 0.01 0.00 0.00 0.14 0.12 0.60 0.05 0.01 0.00 8 2
0.00 0.00 0.00 0.19 0.00 0.00 0.21 0.52 0.05 0.00 0.02 0.00 7 6
0.01 0.00 0.03 0.52 0.00 0.00 0.01 0.38 0.00 0.03 0.01 0.01 3 7
0.01 0.00 0.98 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2 0
0.04 0.06 0.09 0.02 0.01 0.02 0.08 0.34 0.01 0.25 0.07 0.01 7 9
0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 1 5
0.00 0.01 0.97 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.01 0.00 2 10
0.87 0.01 0.03 0.00 0.00 0.00 0.02 0.00 0.00 0.00 0.06 0.01 0 10
0.35 0.00 0.60 0.00 0.00 0.00 0.02 0.00 0.00 0.00 0.01 0.00 2 0
0.16 0.01 0.40 0.01 0.28 0.01 0.02 0.01 0.02 0.07 0.01 0.00 4 0
0.03 0.00 0.45 0.07 0.01 0.00 0.01 0.00 0.01 0.05 0.36 0.01 2 10
0.72 0.00 0.24 0.00 0.00 0.00 0.01 0.03 0.00 0.00 0.00 0.00 0 2
0.00 0.57 0.00 0.00 0.00 0.01 0.00 0.00 0.42 0.00 0.00 0.00 1 8
0.00 0.00 0.00 0.45 0.00 0.00 0.03 0.01 0.05 0.00 0.45 0.00 3 10
0.07 0.02 0.00 0.27 0.01 0.03 0.01 0.03 0.01 0.01 0.08 0.47 11 3
0.00 0.03 0.00 0.00 0.04 0.02 0.08 0.41 0.40 0.00 0.01 0.00 8 7
0.00 0.00 0.85 0.00 0.00 0.00 0.00 0.00 0.00 0.15 0.00 0.00 2 9
0.11 0.04 0.02 0.05 0.02 0.01 0.35 0.14 0.03 0.18 0.03 0.03 6 7
0.08 0.15 0.26 0.01 0.00 0.00 0.24 0.00 0.01 0.01 0.20 0.03 2 10
0.10 0.10 0.05 0.05 0.01 0.07 0.18 0.06 0.07 0.02 0.05 0.23 6 1
0.49 0.00 0.46 0.00 0.00 0.00 0.03 0.00 0.00 0.01 0.00 0.00 0 6
0.00 0.00 0.03 0.00 0.00 0.00 0.42 0.00 0.54 0.00 0.00 0.00 8 6
0.00 0.00 0.03 0.92 0.00 0.00 0.01 0.03 0.01 0.00 0.00 0.00 3 7
0.01 0.74 0.00 0.00 0.02 0.00 0.02 0.01 0.02 0.00 0.09 0.09 1 11
0.11 0.05 0.09 0.01 0.01 0.03 0.45 0.07 0.04 0.02 0.08 0.03 6 0
0.00 0.00 0.00 0.80 0.00 0.00 0.02 0.00 0.17 0.00 0.00 0.00 3 8
0.00 0.10 0.00 0.01 0.00 0.01 0.10 0.00 0.02 0.75 0.00 0.00 9 6
0.00 0.00 0.12 0.00 0.00 0.05 0.01 0.79 0.01 0.00 0.01 0.00 7 2
0.00 0.92 0.00 0.00 0.00 0.00 0.00 0.04 0.02 0.00 0.00 0.01 1 7
0.00 0.02 0.00 0.04 0.00 0.77 0.00 0.00 0.01 0.14 0.00 0.01 5 3
0.33 0.02 0.00 0.00 0.00 0.00 0.64 0.00 0.00 0.00 0.01 0.00 6 0
0.00 0.00 0.00 0.45 0.00 0.02 0.00 0.02 0.00 0.00 0.48 0.02 10 3
0.02 0.07 0.03 0.46 0.04 0.02 0.03 0.01 0.02 0.00 0.01 0.29 3 11
0.00 0.00 0.02 0.00 0.00 0.01 0.00 0.00 0.00 0.97 0.00 0.00 9 2
0.04 0.05 0.01 0.02 0.02 0.03 0.10 0.11 0.15 0.01 0.02 0.44 8 11
0.43 0.00 0.25 0.00 0.00 0.00 0.27 0.01 0.00 0.01 0.01 0.01 0 6
0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2 9
0.02 0.03 0.17 0.02 0.01 0.04 0.32 0.22 0.05 0.03 0.01 0.06 2 7
0.02 0.01 0.00 0.16 0.00 0.01 0.01 0.39 0.30 0.08 0.01 0.01 3 7
0.00 0.01 0.00 0.00 0.87 0.00 0.00 0.01 0.05 0.00 0.04 0.00 4 10
0.00 0.00 0.00 0.75 0.00 0.00 0.00 0.01 0.22 0.00 0.02 0.00 3 7
0.00 0.04 0.00 0.04 0.01 0.00 0.03 0.09 0.72 0.00 0.05 0.01 8 1
0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.92 0.07 0.00 0.00 8 2
0.04 0.00 0.96 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 2 0
0.00 0.58 0.00 0.00 0.00 0.00 0.00 0.00 0.41 0.00 0.00 0.00 1 8
0.72 0.04 0.19 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.01 0.01 0 10
