accident art crime economics education entertainment environment international opinion politics science_tech sports predicted target
0.01 0.00 0.00 0.04 0.01 0.00 0.84 0.05 0.01 0.02 0.01 0.01 6 7
0.12 0.00 0.40 0.08 0.02 0.01 0.08 0.11 0.01 0.15 0.01 0.01 2 0
0.00 0.00 0.00 0.00 0.90 0.00 0.00 0.00 0.00 0.09 0.00 0.00 4 9
1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 0
0.00 0.08 0.01 0.00 0.08 0.73 0.01 0.00 0.02 0.05 0.00 0.01 5 1
0.01 0.01 0.01 0.04 0.04 0.02 0.12 0.07 0.01 0.02 0.00 0.66 11 11
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.00 0.00 0.00 0.00 0.02 0.00 0.01 0.02 0.93 0.02 0.00 0.00 8 8
0.03 0.00 0.10 0.00 0.60 0.01 0.13 0.00 0.02 0.06 0.00 0.03 4 4
0.00 0.00 0.38 0.00 0.00 0.00 0.00 0.00 0.01 0.60 0.00 0.00 9 9
0.01 0.01 0.39 0.04 0.20 0.02 0.12 0.01 0.02 0.10 0.00 0.08 2 0
0.00 0.00 0.00 0.00 0.01 0.00 0.14 0.00 0.00 0.85 0.00 0.00 9 6
0.01 0.00 0.01 0.00 0.07 0.01 0.04 0.00 0.01 0.84 0.00 0.01 9 9
0.05 0.01 0.02 0.00 0.03 0.01 0.01 0.00 0.00 0.01 0.00 0.86 11 0
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11 11
0.31 0.01 0.16 0.01 0.12 0.03 0.03 0.01 0.02 0.04 0.02 0.25 0 0
0.00 0.00 0.00 0.11 0.00 0.00 0.03 0.82 0.01 0.02 0.00 0.01 7 7
0.04 0.01 0.04 0.01 0.17 0.01 0.29 0.00 0.06 0.35 0.00 0.01 9 6
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 9 9
0.00 0.00 0.42 0.00 0.04 0.01 0.08 0.02 0.03 0.36 0.03 0.00 9 2
0.00 0.00 0.00 0.00 0.96 0.00 0.01 0.00 0.00 0.03 0.00 0.00 4 4
0.01 0.06 0.01 0.00 0.41 0.14 0.01 0.01 0.14 0.13 0.01 0.07 4 4
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 0.00 10 10
0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2 2
0.00 0.00 0.00 0.01 0.84 0.06 0.02 0.00 0.00 0.05 0.00 0.00 4 4
0.09 0.01 0.69 0.00 0.04 0.03 0.02 0.00 0.00 0.04 0.01 0.07 2 2
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 6
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11 11
0.00 0.00 0.00 0.00 0.98 0.00 0.00 0.00 0.00 0.01 0.00 0.00 4 4
0.00 0.00 0.00 0.00 0.06 0.01 0.08 0.01 0.21 0.58 0.00 0.04 9 9
0.00 0.00 0.00 0.01 0.13 0.00 0.01 0.00 0.01 0.64 0.19 0.00 9 4
0.00 0.68 0.00 0.00 0.02 0.21 0.00 0.00 0.06 0.00 0.00 0.02 1 8
0.01 0.00 0.03 0.01 0.05 0.03 0.12 0.53 0.01 0.09 0.00 0.11 7 7
0.98 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 0
0.01 0.01 0.18 0.00 0.05 0.01 0.07 0.01 0.12 0.51 0.00 0.02 9 4
0.00 0.00 0.00 0.04 0.00 0.00 0.02 0.91 0.02 0.01 0.00 0.00 7 7
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.00 0.02 0.00 0.00 0.01 0.96 0.00 0.00 0.00 0.00 0.00 0.00 5 5
0.87 0.00 0.02 0.00 0.02 0.04 0.00 0.00 0.02 0.03 0.00 0.00 0 0
0.00 0.01 0.01 0.01 0.02 0.87 0.02 0.01 0.01 0.02 0.01 0.01 5 5
0.01 0.05 0.02 0.02 0.03 0.67 0.06 0.03 0.02 0.06 0.01 0.03 5 5
0.00 0.00 0.00 0.03 0.00 0.04 0.00 0.00 0.09 0.00 0.83 0.00 10 3
0.00 0.01 0.01 0.03 0.28 0.04 0.06 0.15 0.20 0.08 0.01 0.13 4 11
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11 11
0.08 0.01 0.08 0.00 0.06 0.02 0.03 0.00 0.00 0.68 0.00 0.04 9 9
0.00 0.00 0.37 0.00 0.01 0.00 0.00 0.00 0.01 0.60 0.00 0.00 9 9
0.00 0.00 0.00 0.00 0.97 0.00 0.01 0.00 0.00 0.01 0.00 0.00 4 4
0.01 0.12 0.01 0.03 0.11 0.13 0.12 0.02 0.17 0.20 0.01 0.07 8 9
0.00 0.00 0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4 4
0.01 0.00 0.00 0.00 0.02 0.00 0.01 0.01 0.01 0.01 0.00 0.94 11 11
0.00 0.18 0.00 0.00 0.06 0.02 0.00 0.00 0.69 0.00 0.03 0.01 8 8
0.01 0.10 0.02 0.00 0.15 0.02 0.01 0.00 0.01 0.67 0.00 0.01 9 5
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 10 10
0.00 0.01 0.01 0.00 0.00 0.94 0.00 0.00 0.02 0.02 0.00 0.00 5 5
0.00 0.00 0.07 0.09 0.01 0.02 0.03 0.56 0.10 0.06 0.05 0.02 7 7
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 11 11
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11 11
0.01 0.01 0.01 0.06 0.10 0.01 0.06 0.03 0.63 0.07 0.01 0.01 8 8
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11 11
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.12 0.00 0.03 0.00 0.78 0.00 0.05 0.00 0.00 0.02 0.00 0.00 4 8
0.21 0.01 0.09 0.01 0.02 0.06 0.44 0.01 0.02 0.10 0.00 0.03 6 0
0.01 0.02 0.00 0.00 0.01 0.01 0.04 0.01 0.02 0.01 0.01 0.85 11 11
0.00 0.00 0.98 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 2 2
0.01 0.04 0.04 0.00 0.24 0.02 0.05 0.00 0.04 0.45 0.00 0.10 9 2
0.00 0.01 0.00 0.00 0.77 0.01 0.02 0.01 0.02 0.01 0.00 0.13 4 4
0.00 0.08 0.01 0.00 0.01 0.80 0.01 0.02 0.01 0.01 0.01 0.03 5 5
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 0.00 0.00 9 9
0.00 0.06 0.00 0.00 0.03 0.90 0.00 0.00 0.00 0.00 0.00 0.00 5 5
0.00 0.00 0.00 0.00 0.07 0.41 0.03 0.01 0.02 0.41 0.01 0.01 9 9
0.01 0.00 0.00 0.00 0.00 0.00 0.98 0.00 0.00 0.01 0.00 0.00 6 6
0.00 0.03 0.00 0.00 0.02 0.83 0.01 0.01 0.01 0.03 0.01 0.06 5 5
0.00 0.00 0.01 0.01 0.92 0.01 0.02 0.01 0.01 0.01 0.00 0.01 4 4
0.00 0.01 0.00 0.00 0.78 0.09 0.00 0.00 0.09 0.01 0.02 0.00 4 1
0.04 0.01 0.39 0.00 0.04 0.21 0.01 0.01 0.03 0.20 0.03 0.04 2 9
0.00 0.08 0.00 0.00 0.00 0.85 0.00 0.00 0.01 0.00 0.00 0.05 5 5
0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.98 0.00 0.00 9 9
0.00 0.01 0.01 0.00 0.04 0.05 0.01 0.00 0.01 0.85 0.00 0.01 9 1
0.95 0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0 0
0.00 0.00 0.00 0.00 0.97 0.00 0.00 0.00 0.01 0.02 0.00 0.00 4 4
0.05 0.03 0.60 0.01 0.01 0.17 0.03 0.01 0.01 0.05 0.00 0.03 2 2
0.89 0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.02 0.05 0.00 0.02 0 9
0.00 0.00 0.00 0.00 0.01 0.00 0.01 0.00 0.00 0.97 0.00 0.00 9 9
0.93 0.00 0.01 0.00 0.03 0.01 0.00 0.00 0.00 0.00 0.00 0.01 0 8
0.00 0.00 0.00 0.00 0.34 0.00 0.00 0.00 0.00 0.65 0.00 0.00 9 9
0.00 0.00 0.01 0.01 0.00 0.00 0.01 0.70 0.09 0.16 0.01 0.00 7 7
0.02 0.01 0.02 0.06 0.25 0.09 0.16 0.02 0.05 0.04 0.21 0.06 4 5
0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.99 0.00 0.00 9 0
0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.97 0.00 0.00 9 9
0.00 0.00 0.98 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.01 0.00 2 2
0.00 0.01 0.00 0.00 0.06 0.01 0.00 0.00 0.00 0.01 0.00 0.89 11 11
0.00 0.76 0.00 0.00 0.00 0.23 0.00 0.00 0.00 0.00 0.00 0.00 1 5
0.00 0.07 0.01 0.00 0.02 0.02 0.02 0.01 0.81 0.01 0.00 0.01 8 4
0.00 0.01 0.01 0.03 0.10 0.00 0.02 0.03 0.72 0.07 0.01 0.01 8 8
0.01 0.06 0.02 0.00 0.02 0.75 0.01 0.02 0.03 0.03 0.00 0.03 5 5
0.00 0.00 0.01 0.00 0.04 0.00 0.12 0.00 0.02 0.81 0.00 0.00 9 9
0.02 0.01 0.02 0.00 0.01 0.90 0.00 0.02 0.01 0.00 0.00 0.01 5 5
0.00 0.01 0.01 0.00 0.02 0.00 0.01 0.00 0.00 0.93 0.00 0.03 9 9
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 11 11
0.01 0.00 0.02 0.00 0.20 0.02 0.06 0.00 0.01 0.66 0.01 0.01 9 8
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 7
0.00 0.00 0.91 0.00 0.00 0.02 0.01 0.00 0.02 0.01 0.02 0.00 2 10
0.00 0.00 0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.01 0.00 0.00 4 4
0.00 0.82 0.00 0.00 0.01 0.11 0.00 0.00 0.05 0.00 0.00 0.00 1 2
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 11 11
0.00 0.00 0.01 0.01 0.89 0.01 0.04 0.01 0.01 0.02 0.00 0.01 4 4
0.00 0.01 0.00 0.01 0.02 0.00 0.02 0.01 0.91 0.01 0.01 0.00 8 8
0.00 0.00 0.01 0.00 0.17 0.00 0.04 0.00 0.01 0.75 0.00 0.01 9 9
0.11 0.01 0.03 0.31 0.02 0.01 0.03 0.03 0.03 0.38 0.03 0.01 3 3
0.01 0.51 0.00 0.00 0.02 0.13 0.00 0.01 0.29 0.01 0.00 0.01 1 8
1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 0
0.00 0.00 0.00 0.00 0.93 0.00 0.01 0.00 0.02 0.04 0.00 0.00 4 4
0.00 0.33 0.00 0.00 0.00 0.65 0.00 0.00 0.00 0.00 0.00 0.02 5 1
0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.99 11 11
0.01 0.00 0.01 0.52 0.04 0.01 0.01 0.07 0.04 0.26 0.01 0.02 3 3
0.00 0.00 0.00 0.00 0.90 0.00 0.02 0.00 0.02 0.03 0.00 0.00 4 4
1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 0
0.00 0.00 0.00 0.00 0.01 0.00 0.97 0.00 0.00 0.01 0.00 0.00 6 6
0.00 0.00 0.00 0.00 0.05 0.05 0.00 0.00 0.01 0.86 0.00 0.01 9 9
0.00 0.01 0.00 0.00 0.07 0.05 0.01 0.00 0.47 0.37 0.00 0.02 9 9
0.00 0.00 0.08 0.00 0.49 0.08 0.01 0.01 0.04 0.27 0.00 0.02 4 4
0.00 0.00 0.04 0.00 0.02 0.01 0.01 0.00 0.02 0.89 0.00 0.01 9 9
0.00 0.05 0.00 0.00 0.01 0.88 0.00 0.00 0.02 0.00 0.00 0.04 5 5
0.01 0.01 0.01 0.02 0.80 0.01 0.06 0.01 0.01 0.03 0.01 0.01 4 4
0.01 0.07 0.08 0.09 0.09 0.19 0.05 0.03 0.09 0.05 0.04 0.22 5 5
0.00 0.01 0.01 0.00 0.03 0.01 0.00 0.00 0.00 0.00 0.00 0.93 11 11
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 6
0.00 0.01 0.01 0.01 0.11 0.04 0.04 0.21 0.17 0.11 0.00 0.29 7 11
0.00 0.00 0.00 0.01 0.00 0.00 0.02 0.94 0.00 0.01 0.00 0.00 7 7
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11 11
0.00 0.00 0.15 0.00 0.00 0.00 0.01 0.00 0.01 0.82 0.00 0.00 9 9
0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 0
0.00 0.00 0.02 0.00 0.05 0.00 0.00 0.03 0.75 0.14 0.00 0.00 8 7
0.00 0.01 0.01 0.00 0.00 0.01 0.00 0.81 0.09 0.04 0.00 0.02 7 8
0.00 0.01 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.96 11 11
0.14 0.01 0.79 0.00 0.00 0.02 0.00 0.01 0.00 0.02 0.00 0.00 2 2
0.00 0.01 0.00 0.00 0.01 0.00 0.01 0.01 0.01 0.00 0.00 0.95 11 11
0.12 0.01 0.05 0.04 0.21 0.07 0.14 0.02 0.03 0.27 0.01 0.02 9 0
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 6
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11 11
0.00 0.01 0.02 0.00 0.02 0.01 0.06 0.76 0.05 0.04 0.00 0.03 7 7
0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4 4
0.00 0.00 0.01 0.00 0.01 0.00 0.01 0.00 0.01 0.95 0.00 0.00 9 9
0.00 0.00 0.04 0.00 0.69 0.01 0.01 0.00 0.10 0.14 0.00 0.00 4 4
0.07 0.00 0.91 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.01 2 2
0.00 0.54 0.00 0.00 0.00 0.45 0.00 0.00 0.00 0.00 0.00 0.01 1 5
0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.01 0.98 0.00 0.00 9 9
0.00 0.01 0.01 0.01 0.89 0.01 0.02 0.01 0.01 0.02 0.00 0.01 4 4
0.00 0.00 0.01 0.00 0.08 0.01 0.40 0.00 0.01 0.47 0.00 0.01 6 6
0.00 0.02 0.01 0.00 0.91 0.01 0.01 0.00 0.03 0.00 0.00 0.01 4 4
0.00 0.02 0.00 0.00 0.00 0.98 0.00 0.00 0.00 0.00 0.00 0.00 5 5
1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 0
0.01 0.02 0.02 0.00 0.10 0.02 0.01 0.43 0.24 0.01 0.12 0.02 7 7
0.00 0.00 0.01 0.35 0.02 0.01 0.03 0.02 0.05 0.51 0.00 0.00 3 9
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11 11
0.00 0.01 0.00 0.04 0.01 0.02 0.01 0.17 0.01 0.01 0.71 0.01 10 10
0.00 0.00 0.00 0.01 0.59 0.00 0.02 0.00 0.36 0.01 0.00 0.00 4 8
0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 11 11
0.01 0.01 0.03 0.06 0.03 0.02 0.16 0.08 0.02 0.03 0.01 0.56 11 11
0.00 0.01 0.01 0.01 0.67 0.01 0.20 0.01 0.04 0.03 0.01 0.01 4 4
0.01 0.01 0.01 0.02 0.80 0.01 0.07 0.02 0.02 0.03 0.01 0.01 4 4
0.00 0.00 0.74 0.00 0.01 0.06 0.01 0.01 0.13 0.01 0.02 0.01 2 2
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 6
0.00 0.00 0.02 0.00 0.03 0.00 0.00 0.00 0.00 0.95 0.00 0.00 9 9
0.00 0.00 0.85 0.00 0.00 0.00 0.00 0.04 0.01 0.07 0.00 0.00 2 2
0.00 0.01 0.01 0.46 0.01 0.02 0.01 0.03 0.01 0.02 0.41 0.01 3 10
0.01 0.01 0.70 0.00 0.05 0.06 0.06 0.00 0.03 0.03 0.03 0.03 2 2
0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 0
0.00 0.00 0.00 0.00 0.99 0.00 0.00 0.00 0.01 0.00 0.00 0.00 4 4
0.00 0.00 0.00 0.00 0.03 0.00 0.00 0.00 0.00 0.00 0.00 0.96 11 11
0.01 0.01 0.01 0.02 0.04 0.03 0.70 0.02 0.07 0.06 0.00 0.01 6 6
0.00 0.00 0.05 0.00 0.12 0.00 0.04 0.00 0.07 0.70 0.00 0.02 9 9
0.00 0.00 0.00 0.01 0.00 0.01 0.02 0.93 0.01 0.01 0.00 0.01 7 7
0.00 0.00 0.00 0.00 0.01 0.00 0.01 0.00 0.00 0.97 0.00 0.00 9 9
0.00 0.00 0.93 0.00 0.00 0.00 0.00 0.00 0.00 0.06 0.00 0.00 2 2
0.02 0.06 0.03 0.00 0.34 0.27 0.06 0.02 0.06 0.04 0.00 0.08 4 4
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 10 10
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11 11
0.00 0.00 0.02 0.00 0.03 0.00 0.02 0.00 0.00 0.92 0.00 0.00 9 9
0.01 0.04 0.03 0.00 0.34 0.16 0.06 0.00 0.19 0.05 0.01 0.10 4 4
0.01 0.01 0.01 0.08 0.18 0.01 0.03 0.03 0.34 0.27 0.03 0.01 8 3
0.00 0.76 0.01 0.00 0.01 0.18 0.00 0.00 0.00 0.00 0.00 0.02 1 5
0.00 0.00 0.98 0.00 0.00 0.00 0.00 0.01 0.00 0.01 0.00 0.00 2 2
0.00 0.00 0.01 0.00 0.02 0.00 0.00 0.00 0.01 0.95 0.00 0.00 9 7
0.00 0.00 0.00 0.00 0.00 0.22 0.00 0.00 0.76 0.00 0.00 0.00 8 5
0.00 0.10 0.03 0.03 0.04 0.43 0.09 0.09 0.02 0.02 0.11 0.03 5 7
1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 0
0.00 0.00 0.00 0.00 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.96 11 11
0.00 0.00 0.00 0.00 0.52 0.01 0.01 0.00 0.07 0.38 0.00 0.00 4 9
0.01 0.10 0.00 0.00 0.11 0.15 0.08 0.00 0.39 0.00 0.14 0.02 8 8
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11 11
0.00 0.58 0.00 0.00 0.01 0.03 0.00 0.00 0.01 0.00 0.00 0.34 1 11
0.00 0.00 0.00 0.00 0.05 0.01 0.00 0.00 0.00 0.93 0.00 0.00 9 9
0.00 0.00 0.91 0.00 0.00 0.08 0.00 0.00 0.00 0.00 0.00 0.00 2 5
0.02 0.00 0.00 0.03 0.66 0.00 0.04 0.01 0.07 0.12 0.01 0.02 4 4
0.03 0.01 0.01 0.00 0.26 0.01 0.35 0.00 0.05 0.25 0.00 0.02 6 9
0.02 0.00 0.01 0.00 0.25 0.07 0.26 0.01 0.02 0.34 0.01 0.01 9 6
0.00 0.00 0.92 0.00 0.01 0.01 0.01 0.01 0.01 0.02 0.00 0.01 2 2
0.00 0.03 0.01 0.00 0.09 0.02 0.01 0.03 0.02 0.02 0.01 0.75 11 11
0.00 0.02 0.00 0.00 0.00 0.95 0.00 0.00 0.00 0.00 0.01 0.00 5 5
0.02 0.01 0.07 0.00 0.34 0.01 0.13 0.00 0.02 0.31 0.00 0.08 4 8
0.00 0.03 0.00 0.00 0.01 0.94 0.00 0.00 0.00 0.00 0.00 0.01 5 5
0.03 0.02 0.06 0.37 0.06 0.03 0.05 0.05 0.12 0.16 0.04 0.01 3 3
0.01 0.09 0.01 0.01 0.31 0.20 0.08 0.01 0.20 0.05 0.01 0.02 4 4
0.02 0.00 0.97 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2 2
0.01 0.07 0.07 0.08 0.06 0.13 0.17 0.13 0.03 0.04 0.01 0.19 6 5
0.01 0.00 0.00 0.00 0.02 0.01 0.01 0.00 0.00 0.01 0.00 0.94 11 11
0.83 0.00 0.04 0.00 0.01 0.00 0.04 0.00 0.01 0.03 0.00 0.03 0 0
0.09 0.01 0.19 0.01 0.02 0.03 0.01 0.01 0.03 0.57 0.02 0.03 9 9
0.00 0.01 0.01 0.01 0.08 0.03 0.13 0.01 0.67 0.02 0.02 0.00 8 1
0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.99 0.00 0.00 9 9
0.02 0.64 0.01 0.00 0.01 0.12 0.05 0.00 0.09 0.00 0.01 0.05 1 6
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 6
0.01 0.00 0.88 0.00 0.02 0.00 0.01 0.01 0.04 0.02 0.00 0.00 2 2
0.06 0.00 0.65 0.00 0.02 0.00 0.18 0.03 0.02 0.01 0.00 0.03 2 2
0.00 0.00 0.00 0.00 0.02 0.00 0.02 0.00 0.77 0.19 0.00 0.00 8 8
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 8 8
0.00 0.00 0.03 0.00 0.87 0.01 0.00 0.00 0.00 0.09 0.00 0.01 4 9
0.01 0.00 0.15 0.00 0.05 0.01 0.02 0.00 0.00 0.75 0.00 0.01 9 4
0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.80 0.00 0.17 0.00 8 8
0.00 0.01 0.01 0.01 0.88 0.01 0.03 0.01 0.01 0.02 0.00 0.01 4 4
0.97 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.01 0 0
1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 0
0.01 0.01 0.04 0.00 0.61 0.10 0.09 0.00 0.02 0.06 0.00 0.04 4 4
0.00 0.00 0.10 0.00 0.00 0.01 0.01 0.83 0.01 0.03 0.00 0.00 7 7
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 6
0.17 0.00 0.73 0.00 0.01 0.01 0.01 0.01 0.01 0.03 0.00 0.01 2 2
0.01 0.00 0.04 0.06 0.01 0.01 0.02 0.01 0.01 0.80 0.00 0.01 9 9
0.96 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.00 0.00 0 0
0.00 0.00 0.01 0.00 0.03 0.01 0.01 0.00 0.00 0.93 0.00 0.01 9 9
0.00 0.00 0.03 0.00 0.02 0.01 0.80 0.06 0.05 0.03 0.00 0.00 6 6
0.00 0.01 0.02 0.00 0.07 0.01 0.01 0.00 0.01 0.86 0.00 0.01 9 0
0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.98 0.00 0.00 9 9
0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2 2
0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.01 0.97 0.00 0.00 9 9
0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.99 11 11
0.01 0.01 0.00 0.00 0.81 0.01 0.04 0.00 0.09 0.01 0.01 0.01 4 4
0.00 0.00 0.00 0.00 0.81 0.00 0.01 0.00 0.02 0.16 0.00 0.00 4 4
0.00 0.00 0.02 0.82 0.01 0.00 0.01 0.05 0.02 0.05 0.00 0.00 3 3
0.00 0.00 0.01 0.01 0.89 0.01 0.03 0.01 0.01 0.02 0.00 0.01 4 4
0.06 0.01 0.09 0.03 0.08 0.12 0.04 0.01 0.07 0.44 0.06 0.01 9 5
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 0.00 0.00 9 9
0.00 0.00 0.67 0.00 0.01 0.00 0.00 0.00 0.01 0.31 0.00 0.00 2 2
0.00 0.01 0.00 0.00 0.13 0.02 0.00 0.00 0.83 0.01 0.00 0.00 8 8
0.07 0.01 0.82 0.00 0.03 0.01 0.01 0.00 0.00 0.01 0.00 0.03 2 11
0.01 0.12 0.07 0.01 0.02 0.07 0.03 0.01 0.58 0.04 0.01 0.03 8 8
0.00 0.08 0.00 0.00 0.00 0.91 0.00 0.00 0.00 0.00 0.00 0.00 5 5
0.00 0.00 0.00 0.00 0.97 0.00 0.01 0.00 0.01 0.01 0.00 0.00 4 4
0.01 0.53 0.03 0.00 0.09 0.09 0.05 0.01 0.13 0.01 0.01 0.04 1 6
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.98 0.00 0.00 0.00 8 8
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11 11
0.00 0.01 0.10 0.00 0.04 0.01 0.01 0.01 0.28 0.52 0.00 0.02 9 9
0.00 0.00 0.01 0.00 0.56 0.01 0.17 0.00 0.03 0.10 0.00 0.10 4 4
0.01 0.02 0.00 0.00 0.00 0.02 0.00 0.00 0.93 0.00 0.00 0.00 8 8
0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 5 5
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 0.00 0.01 9 9
0.01 0.02 0.04 0.02 0.02 0.19 0.01 0.18 0.13 0.01 0.26 0.12 7 10
0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.03 0.00 0.00 0.00 0.96 11 11
0.00 0.01 0.00 0.00 0.00 0.97 0.00 0.00 0.01 0.00 0.00 0.00 5 5
0.00 0.01 0.00 0.00 0.00 0.98 0.00 0.00 0.00 0.00 0.00 0.00 5 5
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.99 11 11
0.00 0.00 0.01 0.00 0.11 0.01 0.07 0.00 0.07 0.73 0.00 0.01 9 9
0.01 0.01 0.02 0.23 0.03 0.01 0.52 0.09 0.01 0.05 0.01 0.02 6 3
0.00 0.00 0.01 0.84 0.02 0.00 0.04 0.01 0.01 0.05 0.01 0.01 3 7
0.00 0.01 0.00 0.00 0.00 0.98 0.00 0.00 0.00 0.00 0.00 0.00 5 5
0.01 0.00 0.01 0.01 0.12 0.03 0.21 0.01 0.44 0.15 0.00 0.00 8 5
0.00 0.00 0.00 0.00 0.02 0.00 0.00 0.00 0.96 0.01 0.00 0.00 8 8
